Ticker,Name,Sector,Industry,Price,P_Target,Prob_Up %,Analyst_recomm,Buy_percent,Sell_percent,Analysts_number
PLCE,"Children's Place, Inc. (The)",Consumer Cyclical,Apparel Retail,21.04,28.75,36.64,buy,60.0,0.0,10
THG,Hanover Insurance Group Inc,Financial Services,Insurance—Property & Casualty,110.41,147.0,33.14,hold,40.0,0.0,5
LSF,"Laird Superfood, Inc.",Consumer Defensive,Packaged Foods,0.83,2.67,221.69,buy,66.67,0.0,3
GMG.AX,GOOD GROUP STAPLED,Real Estate,Real Estate—Diversified,19.63,22.67,15.49,buy,41.67,16.67,12
MOL.MI,MUTUIONLINE,Financial Services,Credit Services,30.5,31.3,2.62,buy,0.0,0.0,1
AVBH,AVIDBANK HOLDINGS INC,Financial Services,Banks—Regional,16.4,21.0,28.05,buy,100.0,0.0,2
EXTR,"Extreme Networks, Inc.",Technology,Communication Equipment,23.3,24.33,4.42,buy,75.0,0.0,4
BKYI,"BIO-key International, Inc.",Industrials,Security & Protection Services,0.73,2.0,173.97,buy,100.0,0.0,1
PKG,Packaging Corporation of Americ,Consumer Cyclical,Packaging & Containers,128.82,132.33,2.72,hold,31.25,0.0,16
4666.T,PARK 24 CO LTD,Industrials,Infrastructure Operations,2096.0,2796.7,33.43,buy,45.45,9.09,11
DCFC,Tritium DCFC Limited,Industrials,Electrical Equipment & Parts,1.15,5.0,334.78,buy,75.0,0.0,8
FSFG,"First Savings Financial Group, ",Financial Services,Banks—Regional,12.19,19.83,62.67,buy,100.0,0.0,1
SNDL,SNDL Inc.,Healthcare,Drug Manufacturers—Specialty & Generic,1.25,4.63,270.4,strong_buy,100.0,0.0,1
RDHL,Redhill Biopharma Ltd.,Healthcare,Drug Manufacturers—Specialty & Generic,1.7,40.0,2252.94,buy,100.0,0.0,4
LTCH,"Latch, Inc.",Technology,Software—Application,1.34,5.5,310.45,strong_buy,100.0,0.0,1
EVER,"EverQuote, Inc.",Communication Services,Internet Content & Information,6.5,10.0,53.85,buy,87.5,0.0,8
PGNY,"Progyny, Inc.",Healthcare,Health Information Services,36.59,46.14,26.1,buy,85.71,0.0,7
TFII.TO,TFI INTERNATIONAL INC,Industrials,Trucking,139.54,154.1,10.43,buy,50.0,0.0,12
BFT.WA,BENEFIT,Consumer Cyclical,Leisure,1570.0,1645.0,4.78,buy,100.0,0.0,3
BVN,Buenaventura Mining Company Inc,Basic Materials,Other Precious Metals & Mining,7.44,9.79,31.59,hold,41.67,16.67,12
ALAR,Alarum Technologies Ltd.,Technology,Software—Infrastructure,2.36,8.25,249.58,buy,66.67,0.0,3
DV,"DoubleVerify Holdings, Inc.",Technology,Software—Application,37.3,37.58,0.75,buy,93.33,0.0,15
ENGI11.SA,ENERGISA    UNT     N2,Utilities,Utilities—Renewable,48.34,59.32,22.71,buy,100.0,0.0,6
APLE,"Apple Hospitality REIT, Inc.",Real Estate,REIT—Hotel & Motel,14.36,18.57,29.32,buy,33.33,0.0,3
SBSW,D/B/A Sibanye-Stillwater Limite,Basic Materials,Gold,6.38,11.48,79.94,buy,100.0,0.0,5
HOG,"Harley-Davidson, Inc.",Consumer Cyclical,Recreational Vehicles,33.41,45.38,35.83,buy,22.73,4.55,22
JM.ST,JM AB,Consumer Cyclical,Residential Construction,136.2,193.75,42.25,underperform,25.0,50.0,8
KITT,"Nauticus Robotics, Inc.",Industrials,Aerospace & Defense,2.3,5.75,150.0,buy,66.67,0.0,3
DOYU,DouYu International Holdings Li,Communication Services,Internet Content & Information,1.01,1.42,40.59,hold,0.0,100.0,1
KBC.BR,KBC,Financial Services,Banks—Regional,60.74,75.1,23.64,hold,54.17,8.33,24
MXCT,"MaxCyte, Inc.",Healthcare,Medical Devices,4.68,10.33,120.73,strong_buy,100.0,0.0,7
XERS,"Xeris Biopharma Holdings, Inc.",Healthcare,Biotechnology,2.93,5.0,70.65,strong_buy,100.0,0.0,4
CNA,CNA Financial Corporation,Financial Services,Insurance—Property & Casualty,39.14,46.5,18.8,hold,16.67,0.0,6
HPE,Hewlett Packard Enterprise Comp,Technology,Communication Equipment,16.52,17.24,4.36,hold,28.0,8.0,25
INSG,Inseego Corp.,Technology,Communication Equipment,0.66,1.47,122.73,hold,66.67,0.0,3
BKSY,BlackSky Technology Inc.,Technology,Scientific & Technical Instruments,1.93,3.67,90.16,buy,100.0,0.0,3
BAMNB.AS,Koninklijke BAM Groep N.V.,Industrials,Engineering & Construction,1.81,3.0,65.75,buy,87.5,0.0,8
CR,Crane Company,Industrials,Specialty Industrial Machinery,82.75,100.25,21.15,buy,45.45,0.0,11
STRYQ,STARRY GROUP HOLDINGS INC,Communication Services,Telecom Services,0.01,3.3,32900.0,sell,0.0,100.0,1
WTBA,West Bancorporation,Financial Services,Banks—Regional,18.72,18.0,-3.85,hold,0.0,0.0,1
MRMD,MARIMED INC,Healthcare,Drug Manufacturers—Specialty & Generic,0.4,1.0,150.0,buy,100.0,0.0,1
COUR,"Coursera, Inc.",Consumer Defensive,Education & Training Services,12.66,17.23,36.1,buy,64.29,0.0,14
RLYB,Rallybio Corporation,Healthcare,Biotechnology,8.14,22.33,174.32,buy,100.0,0.0,8
WNEB,"Western New England Bancorp, In",Financial Services,Banks—Regional,5.77,8.17,41.59,buy,0.0,0.0,4
TTG.L,TT ELECTRONICS PLC ORD 25P,Technology,Electronic Components,164.2,251.25,53.01,buy,100.0,0.0,8
QLYS,"Qualys, Inc.",Technology,Software—Infrastructure,124.55,122.9,-1.32,hold,35.29,0.0,17
8986.T,DAIWA SECS LIVING INVESTMENT CO,Real Estate,REIT—Residential,112800.0,129333.0,14.66,buy,75.0,0.0,4
TRN.MI,TERNA,Utilities,Utilities—Regulated Electric,7.61,7.7,1.18,hold,18.18,22.73,22
GWRS,"Global Water Resources, Inc.",Utilities,Utilities—Regulated Water,12.96,17.5,35.03,strong_buy,100.0,0.0,2
MKP.TO,MCAN MORTGAGE CORPORATION,Financial Services,Mortgage Finance,15.56,19.0,22.11,hold,0.0,0.0,1
RDY,Dr. Reddy's Laboratories Ltd,Healthcare,Drug Manufacturers—Specialty & Generic,61.0,65.87,7.98,strong_buy,0.0,100.0,1
CPRI,Capri Holdings Limited,Consumer Cyclical,Luxury Goods,35.81,50.86,42.03,buy,50.0,0.0,20
FIBK,"First Interstate BancSystem, In",Financial Services,Banks—Regional,23.4,30.86,31.88,buy,57.14,0.0,7
NIC,Nicolet Bankshares Inc.,Financial Services,Banks—Regional,67.94,71.0,4.5,buy,80.0,0.0,5
HLGN,"Heliogen, Inc.",Utilities,Utilities—Renewable,0.22,0.45,104.55,hold,33.33,0.0,3
RMTI,"Rockwell Medical, Inc.",Healthcare,Drug Manufacturers—Specialty & Generic,4.42,7.5,69.68,buy,33.33,33.33,3
ELDN,"Eledon Pharmaceuticals, Inc.",Healthcare,Biotechnology,1.44,18.4,1177.78,buy,100.0,0.0,5
ENVA,"Enova International, Inc.",Financial Services,Credit Services,51.93,60.8,17.08,buy,100.0,0.0,5
SNPS,"Synopsys, Inc.",Technology,Software—Infrastructure,419.56,454.3,8.28,buy,77.78,0.0,9
ORIC,"Oric Pharmaceuticals, Inc.",Healthcare,Biotechnology,6.49,13.5,108.01,strong_buy,100.0,0.0,7
ATOS,"Atossa Therapeutics, Inc.",Healthcare,Biotechnology,0.89,4.63,420.22,buy,100.0,0.0,1
SUMO,"Sumo Logic, Inc.",Technology,Software—Infrastructure,12.04,12.05,0.08,hold,20.0,0.0,5
6395.T,TADANO LTD,Industrials,Farm & Heavy Construction Machinery,1126.0,1066.0,-5.33,hold,100.0,0.0,4
SKYW,"SkyWest, Inc.",Industrials,Airlines,39.57,28.0,-29.24,hold,66.67,0.0,6
MDGL,"Madrigal Pharmaceuticals, Inc.",Healthcare,Biotechnology,237.67,331.17,39.34,buy,100.0,0.0,3
VITR.ST,Vitrolife AB,Healthcare,Medical Devices,217.2,308.75,42.15,buy,100.0,0.0,1
API,"Agora, Inc.",Technology,Software—Application,3.24,5.58,72.22,buy,60.0,0.0,5
TIL,"Instil Bio, Inc.",Healthcare,Biotechnology,0.53,5.0,843.4,buy,66.67,0.0,3
OCFT,OneConnect Financial Technology,Technology,Software—Application,4.1,6.3,53.66,hold,33.33,16.67,6
NSI.AS,NSI N.V.,Real Estate,REIT—Office,19.38,25.8,33.13,buy,100.0,0.0,3
APD,"Air Products and Chemicals, Inc",Basic Materials,Specialty Chemicals,286.26,329.73,15.19,buy,70.0,0.0,20
DOC,Physicians Realty Trust,Real Estate,REIT—Healthcare Facilities,13.48,16.03,18.92,buy,70.59,0.0,17
KLTR,"Kaltura, Inc.",Technology,Software—Infrastructure,2.14,3.18,48.6,hold,33.33,11.11,9
AGI.AX,AINSWORTH FPO,Consumer Cyclical,Gambling,1.04,1.18,13.46,buy,33.33,33.33,6
EB,"Eventbrite, Inc.",Technology,Software—Application,8.7,11.0,26.44,hold,40.0,0.0,5
CYT,"Cyteir Therapeutics, Inc.",Healthcare,Biotechnology,1.9,2.67,40.53,hold,25.0,25.0,4
CBL,"CBL & Associates Properties, In",Real Estate,REIT—Retail,21.52,37.0,71.93,buy,0.0,31.25,16
PEP,"Pepsico, Inc.",Consumer Defensive,Beverages—Non-Alcoholic,186.07,200.88,7.96,buy,54.55,0.0,22
CHCO,City Holding Company,Financial Services,Banks—Regional,90.28,94.17,4.31,hold,0.0,0.0,5
9729.T,TOKAI CORP(GIFU),Industrials,Rental & Leasing Services,1836.0,2220.0,20.92,hold,100.0,0.0,2
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,453.45,536.45,18.3,buy,48.0,0.0,25
VTVT,vTv Therapeutics Inc.,Healthcare,Biotechnology,0.77,3.0,289.61,buy,100.0,0.0,4
EVS.BR,EVS BROADC.EQUIPM.,Technology,Communication Equipment,21.55,26.6,23.43,buy,50.0,0.0,2
SCU,"Sculptor Capital Management, In",Financial Services,Asset Management,8.63,14.0,62.22,buy,100.0,0.0,1
6507.T,SINFONIA TECHNOLOGY CO LTD,Industrials,Specialty Industrial Machinery,1698.0,1600.0,-5.77,hold,66.67,0.0,3
DAKT,"Daktronics, Inc.",Technology,Electronic Components,6.03,8.0,32.67,strong_buy,50.0,0.0,2
MVBF,MVB Financial Corp.,Financial Services,Banks—Regional,21.62,22.0,1.76,buy,100.0,0.0,4
HCC,"Warrior Met Coal, Inc.",Basic Materials,Coking Coal,36.7,43.17,17.63,buy,40.0,10.0,10
5444.T,YAMATO KOGYO CO,Basic Materials,Steel,5882.0,6400.0,8.81,buy,40.0,0.0,5
AVT,"Avnet, Inc.",Technology,Electronics & Computer Distribution,47.23,47.17,-0.13,hold,11.11,33.33,9
AG,First Majestic Silver Corp.,Basic Materials,Silver,5.33,9.47,77.67,buy,50.0,0.0,4
6976.T,TAIYO YUDEN CO LTD,Technology,Electronic Components,4184.0,4946.5,18.22,buy,47.06,17.65,17
AVDL,Avadel Pharmaceuticals plc,Healthcare,Drug Manufacturers—Specialty & Generic,13.51,18.06,33.68,buy,100.0,0.0,5
DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,506.12,530.12,4.74,buy,31.25,6.25,16
DNMR,"Danimer Scientific, Inc.",Basic Materials,Specialty Chemicals,2.38,5.94,149.58,buy,100.0,0.0,4
RAREF,CANADA RARE EARTH CORP,Basic Materials,Other Industrial Metals & Mining,0.03,67.0,223233.33,buy,55.56,5.56,18
DIV.TO,DIVERSIFIED ROYALTY CORP,Industrials,Conglomerates,2.77,3.95,42.6,buy,100.0,0.0,7
FRT,Federal Realty Investment Trust,Real Estate,REIT—Retail,90.1,108.67,20.61,buy,52.94,5.88,17
CVI,CVR Energy Inc.,Energy,Oil & Gas Refining & Marketing,27.27,32.33,18.56,hold,0.0,0.0,1
7545.T,NISHIMATSUYA CHAIN CO,Consumer Cyclical,Specialty Retail,1687.0,1983.3,17.56,buy,33.33,33.33,3
WPM,Wheaton Precious Metals Corp,Basic Materials,Gold,42.6,57.07,33.97,buy,92.31,0.0,13
MKL,Markel Corporation,Financial Services,Insurance—Property & Casualty,1324.05,1516.67,14.55,buy,20.0,0.0,5
FDUS,Fidus Investment Corporation,Financial Services,Asset Management,18.94,20.67,9.13,buy,40.0,0.0,5
BIOG-B.ST,BioGaia AB ser. B,Healthcare,Drug Manufacturers—Specialty & Generic,110.9,127.5,14.97,buy,50.0,0.0,2
GFAI,"Guardforce AI Co., Limited",Industrials,Security & Protection Services,5.15,14.0,171.84,buy,100.0,0.0,1
7818.T,TRANSACTION CO LTD,Consumer Defensive,Household & Personal Products,1764.0,1920.0,8.84,none,100.0,0.0,1
LEE,"Lee Enterprises, Incorporated",Communication Services,Publishing,13.46,50.0,271.47,none,100.0,0.0,2
BNGO,"Bionano Genomics, Inc.",Healthcare,Medical Instruments & Supplies,0.62,4.06,554.84,strong_buy,100.0,0.0,2
BWXT,"BWX Technologies, Inc.",Industrials,Aerospace & Defense,67.6,72.75,7.62,buy,87.5,0.0,8
ARCB,ArcBest Corporation,Industrials,Trucking,85.37,110.6,29.55,buy,0.0,0.0,11
TROX,Tronox Holdings plc,Basic Materials,Chemicals,11.99,17.1,42.62,buy,75.0,25.0,4
BWP.AX,BWP TRUST ORD UNITS,Real Estate,REIT—Industrial,3.55,3.53,-0.56,underperform,0.0,57.14,7
BCM.V,BEAR CREEK MINING CORP.,Basic Materials,Other Precious Metals & Mining,0.45,1.7,277.78,buy,66.67,0.0,3
TBBK,"The Bancorp, Inc.",Financial Services,Banks—Regional,31.74,40.33,27.06,buy,50.0,0.0,4
RF,Regions Financial Corporation,Financial Services,Banks—Regional,16.95,21.73,28.2,buy,18.52,11.11,27
AXDX,"Accelerate Diagnostics, Inc.",Healthcare,Medical Devices,0.68,0.9,32.35,buy,100.0,0.0,4
8125.T,WAKITA & CO,Industrials,Farm & Heavy Construction Machinery,1304.0,1500.0,15.03,buy,100.0,0.0,1
MGEE,MGE Energy Inc.,Utilities,Utilities—Regulated Electric,75.87,71.0,-6.42,underperform,0.0,0.0,1
ELS,"Equity Lifestyle Properties, In",Real Estate,REIT—Residential,65.27,75.05,14.98,buy,28.57,14.29,7
CIE.WA,CIECH,Basic Materials,Chemicals,57.2,51.45,-10.05,buy,57.14,14.29,7
ROIC,Retail Opportunity Investments ,Real Estate,REIT—Retail,12.94,14.86,14.84,buy,50.0,8.33,12
ELIOR.PA,ELIOR GROUP,Consumer Cyclical,Restaurants,2.57,3.5,36.19,hold,47.06,5.88,17
6141.T,DMG MORI CO LTD,Industrials,Tools & Accessories,2490.0,2988.6,20.02,buy,60.0,0.0,10
FINW,FinWise Bancorp,Financial Services,Banks—Regional,9.0,10.0,11.11,strong_buy,100.0,0.0,2
INFA,Informatica Inc.,Technology,Software—Infrastructure,17.91,20.62,15.13,buy,64.29,0.0,14
THULE.ST,Thule Group AB,Consumer Cyclical,Leisure,294.7,334.0,13.34,hold,28.57,0.0,7
PARB.OL,PARETO BANK,Financial Services,Banks—Regional,49.6,62.0,25.0,none,100.0,0.0,1
BCPC,Balchem Corporation,Basic Materials,Specialty Chemicals,128.98,153.33,18.88,buy,100.0,0.0,3
NEOV,NeoVolta Inc.,Industrials,Electrical Equipment & Parts,3.72,5.0,34.41,buy,100.0,0.0,1
LNF.TO,LEONS FURNITURE,Consumer Cyclical,Specialty Retail,20.4,24.0,17.65,hold,0.0,0.0,1
MIL.WA,MILLENNIUM,Financial Services,Banks—Regional,5.21,5.96,14.4,buy,8.33,58.33,12
MMLP,Martin Midstream Partners L.P.,Energy,Oil & Gas Midstream,2.05,3.0,46.34,hold,33.33,0.0,9
SNCY,"Sun Country Airlines Holdings, ",Industrials,Airlines,19.98,26.0,30.13,buy,62.5,0.0,8
ACIU,AC Immune SA,Healthcare,Biotechnology,1.9,10.65,460.53,strong_buy,100.0,0.0,3
MORG.OL,SPAREBANKEN MØRE,Financial Services,Banks—Regional,77.0,94.33,22.51,buy,50.0,0.0,6
6908.T,IRISO ELECTRONICS CO,Technology,Electronic Components,4040.0,5830.0,44.31,buy,42.86,0.0,7
LILM,Lilium N.V.,Industrials,Aerospace & Defense,1.26,2.84,125.4,hold,16.67,16.67,6
WIRE,Encore Wire Corporation,Industrials,Electrical Equipment & Parts,172.22,255.0,48.07,strong_buy,0.0,0.0,2
OPK,"Opko Health, Inc.",Healthcare,Diagnostics & Research,1.6,3.85,140.62,buy,66.67,0.0,6
BDTX,"Black Diamond Therapeutics, Inc",Healthcare,Biotechnology,1.82,6.5,257.14,hold,40.0,0.0,5
CTG,"Computer Task Group, Incorporat",Technology,Information Technology Services,7.35,10.13,37.82,hold,50.0,0.0,2
ASO,"Academy Sports and Outdoors, In",Consumer Cyclical,Specialty Retail,49.76,68.57,37.8,buy,93.33,0.0,15
PLUG,"Plug Power, Inc.",Industrials,Electrical Equipment & Parts,9.2,19.0,106.52,buy,66.67,16.67,6
1803.T,SHIMIZU CORP,Industrials,Engineering & Construction,902.0,773.8,-14.21,hold,72.73,0.0,11
KAI,Kadant Inc,Industrials,Specialty Industrial Machinery,209.39,217.0,3.63,buy,66.67,0.0,3
MUSA,Murphy USA Inc.,Consumer Cyclical,Specialty Retail,292.49,316.17,8.1,hold,37.5,12.5,8
QSI,Quantum-Si Incorporated,Healthcare,Biotechnology,1.55,4.0,158.06,strong_buy,100.0,0.0,1
THRX,"Theseus Pharmaceuticals, Inc.",Healthcare,Biotechnology,9.52,22.29,134.14,strong_buy,100.0,0.0,7
DANSKE.CO,Danske Bank A/S,Financial Services,Banks—Regional,159.0,188.44,18.52,buy,63.64,18.18,22
IMTX,Immatics N.V.,Healthcare,Biotechnology,11.64,18.01,54.73,strong_buy,100.0,0.0,8
PAM,Pampa Energia S.A. Pampa Energi,Utilities,Utilities—Independent Power Producers,42.04,37.11,-11.73,hold,50.0,0.0,4
ATNI,"ATN International, Inc.",Communication Services,Telecom Services,36.13,49.33,36.53,buy,50.0,0.0,4
CGNX,Cognex Corporation,Technology,Scientific & Technical Instruments,53.35,52.93,-0.79,hold,41.67,8.33,12
FILA.MI,FILA,Industrials,Business Equipment & Supplies,7.71,10.5,36.19,strong_buy,66.67,0.0,3
NWN,Northwest Natural Holding Compa,Utilities,Utilities—Regulated Gas,42.04,53.0,26.07,buy,14.29,28.57,7
7013.T,IHI CORPORATION,Industrials,Specialty Industrial Machinery,3822.0,4530.0,18.52,buy,41.67,25.0,12
PTK.V,POET TECHNOLOGIES INC,Technology,Semiconductors,5.72,6.68,16.78,buy,100.0,0.0,1
XPEV,XPeng Inc.,Consumer Cyclical,Auto Manufacturers,9.9,10.32,4.24,hold,0.0,100.0,3
DNLI,Denali Therapeutics Inc.,Healthcare,Biotechnology,28.92,58.93,103.77,buy,75.0,0.0,4
2170.T,LINK AND MOTIVATION INC,Industrials,Consulting Services,438.0,880.0,100.91,buy,100.0,0.0,5
HBNC,"Horizon Bancorp, Inc.",Financial Services,Banks—Regional,10.46,13.0,24.28,buy,83.33,0.0,6
3738.T,T-GAIA CORPORATION,Communication Services,Telecom Services,1711.0,1740.0,1.69,hold,0.0,0.0,3
TX,Ternium S.A. Ternium S.A.,Basic Materials,Steel,40.0,49.45,23.63,buy,69.23,0.0,13
BJDX,"Bluejay Diagnostics, Inc.",Healthcare,Medical Devices,0.22,3.0,1263.64,buy,100.0,0.0,1
WCH.DE,WACKER CHEMIE  O.N.,Basic Materials,Specialty Chemicals,120.25,159.7,32.81,buy,23.81,14.29,21
RVNC,"Revance Therapeutics, Inc.",Healthcare,Biotechnology,26.74,40.45,51.27,buy,100.0,0.0,7
HRMY,"Harmony Biosciences Holdings, I",Healthcare,Biotechnology,36.03,60.11,66.83,buy,77.78,0.0,9
8358.T,SURUGA BANK,Financial Services,Banks—Regional,557.0,425.0,-23.7,hold,50.0,8.33,12
HRI,Herc Holdings Inc.,Industrials,Rental & Leasing Services,125.43,161.75,28.96,buy,42.86,14.29,7
RGCO,RGC Resources Inc.,Utilities,Utilities—Regulated Gas,20.77,28.0,34.81,strong_buy,0.0,0.0,1
3593.T,HOGY MEDICAL CO,Healthcare,Medical Instruments & Supplies,3225.0,3555.0,10.23,hold,0.0,25.0,8
GDYN,"Grid Dynamics Holdings, Inc.",Technology,Information Technology Services,8.83,14.2,60.82,buy,85.71,0.0,7
CAPMAN.HE,CapMan Plc,Financial Services,Asset Management,2.56,3.0,17.19,strong_buy,33.33,33.33,3
PAGP,"Plains GP Holdings, L.P.",Energy,Oil & Gas Midstream,13.82,16.27,17.73,buy,61.9,0.0,21
BBDC,"Barings BDC, Inc.",Financial Services,Credit Services,7.62,9.46,24.15,buy,71.43,0.0,7
AEO,"American Eagle Outfitters, Inc.",Consumer Cyclical,Apparel Retail,11.47,12.91,12.55,hold,36.84,10.53,19
BIP,Brookfield Infrastructure Partn,Utilities,Utilities—Diversified,35.06,42.64,21.62,buy,77.78,0.0,9
WBX,Wallbox N.V.,Technology,Electronic Components,2.86,7.93,177.27,buy,100.0,0.0,10
9603.T,H.I.S. CO LTD,Consumer Cyclical,Leisure,2066.0,1878.6,-9.07,hold,85.71,0.0,7
ALVR,"AlloVir, Inc.",Healthcare,Biotechnology,3.28,22.67,591.16,buy,100.0,0.0,4
BIGC,"BigCommerce Holdings, Inc. - Se",Technology,Software—Application,9.09,10.77,18.48,hold,25.0,0.0,16
BREB.BR,BREDERODE,Financial Services,Asset Management,100.8,120.0,19.05,buy,0.0,0.0,1
MBLY,Mobileye Global Inc.,Consumer Cyclical,Auto Parts,37.16,47.37,27.48,buy,85.71,0.0,21
SMBK,"SmartFinancial, Inc.",Financial Services,Banks—Regional,21.26,24.67,16.04,hold,100.0,0.0,2
AFL,AFLAC Incorporated,Financial Services,Insurance—Life,67.14,71.54,6.55,hold,20.0,13.33,15
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,136.97,140.01,2.22,hold,13.33,6.67,15
MXI.AX,MAXIPARTS FPO,Industrials,Farm & Heavy Construction Machinery,2.55,3.61,41.57,strong_buy,100.0,0.0,2
LPTV,"Loop Media, Inc.",Communication Services,Broadcasting,2.9,5.25,81.03,buy,100.0,0.0,2
PON1V.HE,Ponsse Oyj 1,Industrials,Farm & Heavy Construction Machinery,30.0,29.4,-2.0,hold,0.0,33.33,3
CSL.AX,CSL FPO,Healthcare,Biotechnology,282.0,323.69,14.78,buy,81.82,9.09,11
MPG.NZ,Metro Performance Glass Limited,Industrials,Building Products & Equipment,0.14,0.39,178.57,buy,0.0,40.0,5
HR,Healthcare Realty Trust Incorpo,Real Estate,REIT—Healthcare Facilities,18.13,21.75,19.97,buy,38.46,15.38,13
WEJO,Wejo Group Limited,Technology,Software—Infrastructure,0.04,4.0,9900.0,strong_buy,50.0,0.0,2
GNFTF,GENFIT,Healthcare,Biotechnology,3.8,7.1,86.84,buy,66.67,33.33,3
SESL.PA,SES IMAGOTAG,Technology,Electronic Components,69.6,183.3,163.36,strong_buy,50.0,0.0,4
ASXC,"Asensus Surgical, Inc.",Healthcare,Medical Devices,0.5,1.65,230.0,buy,100.0,0.0,2
HYPE3.SA,HYPERA      ON      NM,Healthcare,Drug Manufacturers—Specialty & Generic,43.74,50.93,16.44,buy,50.0,12.5,16
8955.T,JAPAN PRIME REALTY INVESTMENT C,Real Estate,REIT—Diversified,348000.0,372333.0,6.99,hold,16.67,16.67,6
MOND,"Mondee Holdings, Inc.",Consumer Cyclical,Travel Services,8.85,13.6,53.67,buy,100.0,0.0,5
AMAL,Amalgamated Financial Corp.,Financial Services,Banks—Regional,15.97,24.0,50.28,buy,66.67,0.0,6
PKOH,Park-Ohio Holdings Corp.,Industrials,Specialty Industrial Machinery,17.63,31.0,75.84,hold,66.67,0.0,3
ARCE,Arco Platform Limited,Consumer Defensive,Education & Training Services,12.25,17.53,43.1,buy,100.0,0.0,2
HUH1V.HE,Huhtamäki Oyj,Consumer Cyclical,Packaging & Containers,29.71,39.9,34.3,buy,71.43,0.0,7
FMCB,FARMERS & MERCHANTS BANCORP CA,Financial Services,Banks—Regional,985.0,29.0,-97.06,hold,0.0,0.0,1
SUY1V.HE,Suominen Oyj,Consumer Defensive,Household & Personal Products,2.85,2.8,-1.75,hold,0.0,50.0,2
FIVE,"Five Below, Inc.",Consumer Cyclical,Specialty Retail,198.44,220.09,10.91,buy,58.82,0.0,17
PWFL,"PowerFleet, Inc.",Technology,Communication Equipment,3.24,7.17,121.3,strong_buy,100.0,0.0,4
RBT,"Rubicon Technologies, Inc.",Technology,Software—Application,0.38,2.63,592.11,strong_buy,100.0,0.0,3
POAI,Predictive Oncology Inc.,Healthcare,Medical Instruments & Supplies,4.18,5.0,19.62,buy,100.0,0.0,1
KLR,"Kaleyra, Inc.",Technology,Software—Application,4.03,8.83,119.11,hold,33.33,0.0,3
COGT,"Cogent Biosciences, Inc.",Healthcare,Biotechnology,12.09,22.22,83.79,strong_buy,100.0,0.0,3
RGS,Regis Corporation,Consumer Cyclical,Personal Services,1.04,2.0,92.31,buy,100.0,0.0,1
UBA,Urstadt Biddle Properties Inc.,Real Estate,REIT—Retail,20.02,20.5,2.4,buy,25.0,0.0,4
ADDT-B.ST,Addtech AB ser. B,Industrials,Industrial Distribution,224.8,245.75,9.32,none,25.0,0.0,4
MNPR,Monopar Therapeutics Inc.,Healthcare,Biotechnology,0.87,8.1,831.03,buy,83.33,0.0,6
ALGT,Allegiant Travel Company,Industrials,Airlines,119.12,117.9,-1.02,hold,21.43,7.14,14
6768.T,TAMURA CORP,Technology,Electronic Components,676.0,900.0,33.14,buy,0.0,0.0,1
BHLB,"Berkshire Hills Bancorp, Inc.",Financial Services,Banks—Regional,20.62,26.2,27.06,hold,66.67,0.0,6
PFBC,Preferred Bank,Financial Services,Banks—Regional,53.64,67.75,26.3,buy,100.0,0.0,6
EMKR,EMCORE Corporation,Technology,Semiconductors,0.71,2.63,270.42,buy,75.0,0.0,4
SUPV,Grupo Supervielle S.A.,Financial Services,Banks—Regional,2.96,1.77,-40.2,underperform,66.67,0.0,6
ASB,Associated Banc-Corp,Financial Services,Banks—Regional,15.64,19.89,27.17,hold,6.25,0.0,16
SBT,"Sterling Bancorp, Inc.",Financial Services,Banks—Regional,5.5,7.0,27.27,buy,100.0,0.0,2
CSTM,Constellium SE,Basic Materials,Aluminum,16.09,19.61,21.88,buy,66.67,0.0,6
WDH,Waterdrop Inc.,Financial Services,Insurance—Diversified,2.43,2.73,12.35,buy,100.0,0.0,4
MTUAF,MTU AERO ENGINES AG,Industrials,Aerospace & Defense,255.35,247.87,-2.93,strong_buy,100.0,0.0,1
ENEA.ST,Enea AB,Technology,Software—Application,43.9,95.5,117.54,hold,100.0,0.0,1
AGLE,"Aeglea BioTherapeutics, Inc.",Healthcare,Biotechnology,0.4,3.12,680.0,hold,100.0,0.0,4
