Ticker,Name,Sector,Industry,Price,Div_Yield,PE,Ind_PE,PEG,Ind_PEG,PB,Ind_PB,EV_EBITDA,Ind_EV_EBITDA,EV_Sales,Ind_EV_Sales,Debt_EBITDA,Ind_Debt_EBITDA,Beta,Short_Perc_Float
SCVL,"Shoe Carnival, Inc.",Consumer Cyclical,Apparel Retail,23.65,1.77,6.11,11.25,0.67,-0.89,1.2,4.09,5.8,9.37,0.75,1.06,2.15,3.3,1.45,18.82
SAH,"Sonic Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,52.77,2.2,7.55,10.33,0.51,3.56,2.18,3.48,7.25,8.29,0.36,0.58,5.21,4.24,1.85,19.91
MUSA,Murphy USA Inc.,Consumer Cyclical,Specialty Retail,321.11,0.48,14.84,13.67,0.69,1.12,9.76,5.31,8.04,9.72,0.44,0.92,2.0,2.75,0.82,12.13
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,17.29,6.54,14.41,10.28,-2.45,1.35,1.26,5.9,11.21,8.52,3.8,3.75,4.99,3.58,0.93,1.96
AMOT,"Allied Motion Technologies, Inc",Technology,Electronic Components,39.54,0.31,15.94,16.85,0.6,1.71,2.8,3.21,12.75,11.76,1.61,2.6,3.87,1.7,1.54,0.53
HD,"Home Depot, Inc. (The)",Consumer Cyclical,Home Improvement Retail,319.48,2.64,20.11,14.22,11.44,6.04,889.92,445.9,13.73,9.5,2.36,1.5,1.85,1.83,0.95,0.99
KAI,Kadant Inc,Industrials,Specialty Industrial Machinery,214.35,0.54,21.87,19.72,2.94,2.23,3.68,4.77,13.73,15.78,2.87,3.15,0.96,2.33,1.22,3.5
TRS,TriMas Corporation,Consumer Cyclical,Packaging & Containers,27.79,0.58,12.35,12.57,1.42,0.67,1.78,4.07,12.31,9.66,1.78,1.43,3.6,3.59,0.73,0.69
CIO,"City Office REIT, Inc.",Real Estate,REIT—Office,5.73,7.12,-52.09,-11.92,-2.92,-16.06,0.34,0.8,10.41,14.28,5.65,7.38,7.31,8.54,1.64,2.26
UMH,"UMH Properties, Inc.",Real Estate,REIT—Residential,16.18,5.07,404.5,66.32,-14.93,12.09,2.84,2.7,23.82,20.78,9.7,10.99,9.2,6.27,1.27,2.52
ADTN,"ADTRAN Holdings, Inc.",Technology,Communication Equipment,10.22,3.5,9.73,12.3,19.47,3.5,0.98,22.97,-139.75,-2.99,1.11,2.0,-22.35,-0.29,1.4,5.17
MPW,"Medical Properties Trust, Inc.",Real Estate,REIT—Healthcare Facilities,10.43,11.79,10.23,43.56,1.18,0.17,0.74,1.52,11.99,17.53,10.48,10.25,7.81,7.57,1.01,29.18
FCX,"Freeport-McMoRan, Inc.",Basic Materials,Copper,40.67,1.46,19.55,17.79,-2.7,-1.92,3.63,5.46,8.88,10.69,3.3,4.83,1.2,1.29,2.02,1.2
TJX,"TJX Companies, Inc. (The)",Consumer Cyclical,Apparel Retail,85.59,1.57,21.67,11.25,2.02,-0.89,15.33,4.09,18.07,9.37,2.1,1.06,2.2,3.3,0.92,0.66
ADM,Archer-Daniels-Midland Company,Consumer Defensive,Farm Products,81.0,2.26,12.54,18.42,-19.27,-6.29,1.78,1.26,10.06,-30.37,0.53,0.83,2.14,-3.31,0.81,1.19
BGS,"B&G Foods, Inc. B&G Foods, Inc.",Consumer Defensive,Packaged Foods,13.78,5.66,11.78,18.32,-1.17,3.98,1.15,4.46,11.08,15.9,1.51,2.17,7.96,3.59,0.5,21.68
PEAK,"Healthpeak Properties, Inc.",Real Estate,REIT—Healthcare Facilities,21.42,5.74,40.42,43.56,-6.33,0.17,1.77,1.52,18.14,17.53,9.06,10.25,6.39,7.57,0.87,3.17
NTIC,Northern Technologies Internati,Basic Materials,Specialty Chemicals,12.53,2.31,12.53,15.71,1.2,0.89,1.77,3.64,39.3,15.3,1.52,2.25,2.71,4.5,0.84,0.05
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,640.11,1.08,24.44,24.25,2001.0,336.9,10.26,9.66,13.71,16.28,4.54,4.95,0.8,1.65,1.47,2.3
BCO,Brinks Company (The),Industrials,Security & Protection Services,68.59,1.28,8.36,17.05,0.69,4.97,6.65,5.8,9.56,14.36,1.31,3.22,5.71,2.2,1.33,2.8
SFL,SFL Corporation Ltd,Industrials,Marine Shipping,9.42,10.33,8.19,5.57,-1.82,-2.91,1.12,0.76,8.09,4.45,5.23,2.3,5.87,2.51,0.85,2.12
MSA,MSA Safety Incorporated,Industrials,Security & Protection Services,168.99,1.12,25.41,17.05,1.57,4.97,8.66,5.8,18.9,14.36,4.64,3.22,2.31,2.2,0.99,1.48
UPBD,"Upbound Group, Inc.",Technology,Software—Application,34.47,4.08,9.96,20.59,0.36,17.8,2.88,5.7,13.16,20.89,0.83,5.68,6.34,2.75,1.77,10.66
UWMC,UWM Holdings Corporation,Financial Services,Mortgage Finance,6.32,6.33,17.08,17.08,-1.57,-1.57,4.77,4.77,14.01,14.01,5.15,5.15,10.44,10.44,1.54,21.99
TRGP,"Targa Resources, Inc.",Energy,Oil & Gas Midstream,78.74,2.56,12.26,10.28,0.55,1.35,6.98,5.9,9.03,8.52,1.54,3.75,3.5,3.58,2.27,1.63
MCS,Marcus Corporation (The),Communication Services,Entertainment,14.89,1.33,31.68,18.19,4.81,3.43,1.05,11.61,10.72,11.84,1.32,2.45,5.08,4.23,1.55,19.15
OGE,OGE Energy Corp,Utilities,Utilities—Regulated Electric,35.96,4.61,16.96,16.83,-1.44,1.98,1.65,1.91,10.89,12.76,3.55,4.19,4.57,5.63,0.7,1.63
KMPR,Kemper Corporation,Financial Services,Insurance—Property & Casualty,46.92,2.66,9.84,13.32,-93.96,-6.63,1.13,2.28,-145.05,8.69,0.75,1.62,-51.27,-0.38,0.9,1.86
TKR,Timken Company (The),Industrials,Tools & Accessories,93.28,1.44,12.32,17.55,1.04,3.31,2.88,4.56,9.8,16.37,1.84,2.67,2.44,2.66,1.58,1.8
EVTC,"Evertec, Inc.",Technology,Software—Infrastructure,39.48,0.5,13.76,16.62,1.54,1.7,5.06,48.17,13.58,16.38,4.52,5.64,2.02,2.6,0.95,0.96
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,90.55,1.59,12.35,14.98,1.75,2.2,2.81,5.12,12.2,12.69,1.21,2.17,3.85,2.8,0.78,1.57
KBH,KB Home,Consumer Cyclical,Residential Construction,54.72,1.46,7.79,10.33,-1.28,2.53,1.17,2.23,5.2,6.25,0.81,1.08,1.6,1.42,1.67,6.54
CPK,Chesapeake Utilities Corporatio,Utilities,Utilities—Regulated Gas,121.1,1.97,20.88,14.79,3.18,2.96,2.51,1.98,13.0,17.02,4.31,3.14,3.51,8.25,0.57,1.0
DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,143.1,2.02,15.69,19.18,-34.17,-40.81,2.65,3.54,11.34,16.11,2.11,4.42,2.58,2.69,0.95,3.95
VTRS,Viatris Inc.,Healthcare,Drug Manufacturers—Specialty & Generic,10.43,4.72,3.65,13.4,-3.08,1.07,0.6,5.33,5.72,13.94,1.93,3.79,3.55,4.55,1.19,2.77
DTE,DTE Energy Company,Utilities,Utilities—Regulated Electric,111.24,3.37,16.65,16.83,2.4,1.98,2.15,1.91,14.62,12.76,2.31,4.19,6.7,5.63,0.59,1.42
QSR,Restaurant Brands International,Consumer Cyclical,Restaurants,77.52,2.83,22.87,16.3,3.43,1.3,9.37,6.64,17.51,14.35,5.91,2.33,6.42,4.66,0.99,2.93
CF,"CF Industries Holdings, Inc.",Basic Materials,Agricultural Inputs,78.28,2.1,11.28,12.72,-0.26,-1.02,2.8,5.11,3.12,7.99,1.7,1.66,0.58,2.27,1.03,2.04
MDT,Medtronic plc.,Healthcare,Medical Devices,86.12,3.2,15.8,23.38,9.69,1.68,2.23,4.97,15.78,21.29,4.23,4.93,3.03,3.13,0.72,0.54
LANC,Lancaster Colony Corporation,Consumer Defensive,Packaged Foods,192.51,1.77,28.52,18.32,12.52,3.98,6.07,4.46,23.53,15.9,2.87,2.17,0.08,3.59,0.23,3.62
RGLD,"Royal Gold, Inc.",Basic Materials,Gold,122.0,1.24,28.31,23.15,4.76,-7.73,2.88,1.69,17.73,13.57,13.81,7.2,1.07,1.14,0.65,4.87
SGC,"Superior Group of Companies, In",Consumer Cyclical,Apparel Manufacturing,9.97,5.3,9.5,10.19,-0.97,1.86,0.85,2.79,12.05,9.8,0.53,1.24,6.11,2.86,1.09,1.74
VFC,V.F. Corporation,Consumer Cyclical,Apparel Manufacturing,20.46,5.87,8.35,10.19,5.64,1.86,2.73,2.79,11.72,9.8,1.31,1.24,6.25,2.86,1.49,6.16
PDCE,"PDC Energy, Inc.",Energy,Oil & Gas E&P,71.7,2.25,4.53,8.79,0.21,-0.58,1.49,2.99,2.13,3.81,1.95,2.6,0.39,0.65,2.49,5.76
FLS,Flowserve Corporation,Industrials,Specialty Industrial Machinery,37.84,2.12,16.82,19.72,2.09,2.23,2.68,4.77,16.01,15.78,1.59,3.15,3.85,2.33,1.64,2.13
THG,Hanover Insurance Group Inc,Financial Services,Insurance—Property & Casualty,112.16,2.9,9.26,13.32,0.5,-6.63,1.68,2.28,107.5,8.69,0.81,1.62,18.46,-0.38,0.67,1.36
UTZ,Utz Brands Inc,Consumer Defensive,Packaged Foods,17.19,1.33,28.18,18.32,3.15,3.98,2.01,4.46,29.45,15.9,2.17,2.17,9.63,3.59,0.81,7.74
TROX,Tronox Holdings plc,Basic Materials,Chemicals,14.59,3.43,6.63,8.88,0.87,1.05,0.97,1.4,7.05,7.61,1.57,1.18,3.95,3.34,1.93,4.48
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,198.83,2.29,14.9,21.23,14.03,3.57,2.06,3.47,17.35,16.41,2.75,2.75,3.88,2.87,0.72,0.87
DAL,"Delta Air Lines, Inc.",Industrials,Airlines,48.55,0.83,6.36,7.73,0.2,0.23,3.84,2.98,7.48,7.71,0.94,1.11,4.08,3.54,1.31,3.59
ALE,"Allete, Inc.",Utilities,Utilities—Diversified,57.86,4.68,14.18,16.27,1.93,2.76,1.22,2.62,15.35,12.36,3.35,3.38,5.08,5.32,0.72,1.7
GNTX,Gentex Corporation,Consumer Cyclical,Auto Parts,31.4,1.56,14.88,12.02,1.16,0.86,3.46,2.6,14.6,9.9,3.47,1.45,0.01,2.66,0.93,1.46
CPB,Campbell Soup Company,Consumer Defensive,Packaged Foods,45.89,3.26,14.66,18.32,2.65,3.98,3.81,4.46,11.15,15.9,1.97,2.17,3.06,3.59,0.31,7.84
MGRC,McGrath RentCorp,Industrials,Rental & Leasing Services,93.97,2.01,17.63,12.05,1.38,0.53,2.67,6.77,16.9,10.61,3.79,4.38,3.81,5.01,0.77,0.85
AVY,Avery Dennison Corporation,Consumer Cyclical,Packaging & Containers,177.42,1.83,17.08,12.57,2.55,0.67,7.02,4.07,13.72,9.66,1.99,1.43,2.8,3.59,0.95,2.32
ESE,ESCO Technologies Inc.,Technology,Scientific & Technical Instruments,100.15,0.32,23.56,24.16,1.82,4.11,2.39,4.55,16.3,20.8,3.02,4.68,1.33,2.3,1.14,0.99
SSRM,SSR Mining Inc.,Basic Materials,Gold,14.99,1.87,17.64,23.15,-0.64,-7.73,0.86,1.69,12.24,13.57,3.1,7.2,1.38,1.14,0.86,3.92
SSD,"Simpson Manufacturing Company, ",Basic Materials,Lumber & Wood Production,151.82,0.71,19.64,15.65,4.19,2.46,4.35,3.36,12.55,9.54,3.17,1.94,1.15,0.78,1.22,2.04
TRU,TransUnion,Industrials,Consulting Services,81.0,0.52,19.15,23.63,2.07,2.33,3.7,66.35,17.62,20.85,5.62,5.32,4.79,3.02,1.37,4.56
CW,Curtiss-Wright Corporation,Industrials,Aerospace & Defense,187.68,0.42,19.49,21.23,0.15,3.57,3.51,3.47,14.78,16.41,3.22,2.75,2.37,2.87,1.26,1.05
ATEN,"A10 Networks, Inc.",Technology,Software—Infrastructure,14.17,1.67,15.07,16.62,0.9,1.7,5.67,48.17,15.98,16.38,3.42,5.64,0.35,2.6,1.01,3.84
CODI,D/B/A Compass Diversified Holdi,Industrials,Conglomerates,22.16,4.52,10.07,13.14,1.78,0.56,1.75,3.54,11.1,11.46,1.7,1.7,5.26,3.48,1.71,1.57
TTC,Toro Company (The),Industrials,Tools & Accessories,103.8,1.31,19.73,17.55,2.14,3.31,6.93,4.56,28.78,16.37,4.68,2.67,1.42,2.66,0.73,1.86
STC,Stewart Information Services Co,Financial Services,Insurance—Property & Casualty,44.88,4.2,10.18,13.32,3.61,-6.63,0.9,2.28,7.12,8.69,0.58,1.62,2.67,-0.38,1.07,5.48
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,136.84,0.55,17.75,17.75,3.63,3.63,5.12,5.12,19.25,19.25,4.95,4.95,1.16,1.16,0.87,1.97
SHEN,Shenandoah Telecommunications C,Communication Services,Telecom Services,18.76,0.43,-234.5,191.6,-9.65,-2.56,1.47,2.33,13.2,9.69,3.82,3.78,1.96,3.46,0.68,2.93
HCC,"Warrior Met Coal, Inc.",Basic Materials,Coking Coal,39.24,0.71,7.65,8.58,-0.17,0.65,1.29,1.21,1.53,2.9,0.81,0.75,0.33,1.04,1.16,8.97
ASO,"Academy Sports and Outdoors, In",Consumer Cyclical,Specialty Retail,56.07,0.63,7.24,13.67,0.75,1.12,2.55,5.31,6.63,9.72,0.92,0.92,2.01,2.75,1.16,25.78
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,395.2,0.4,31.74,14.64,6.32,11.42,11.59,2.9,20.55,7.53,6.96,1.62,0.05,0.95,1.11,4.28
BAX,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,47.85,2.47,14.46,28.49,10.78,5.05,4.12,5.1,12.55,23.57,2.59,5.92,5.46,2.33,0.6,1.58
GLP,Global Partners LP Global Partn,Energy,Oil & Gas Midstream,32.38,8.09,9.41,10.28,-0.52,1.35,1.78,5.9,5.63,8.52,0.15,3.75,3.11,3.58,1.26,1.11
RPRX,Royalty Pharma plc,Healthcare,Biotechnology,31.06,2.58,7.88,21.42,1.2,2.55,2.34,4.66,19.38,29.33,9.72,10.88,6.02,3.7,0.38,2.06
MLI,"Mueller Industries, Inc.",Industrials,Metal Fabrication,90.0,1.33,12.95,13.23,0.99,7.7,2.61,2.01,4.69,9.25,1.12,1.02,0.03,1.84,1.11,14.7
MORN,"Morningstar, Inc.",Financial Services,Financial Data & Stock Exchanges,213.95,0.7,34.85,23.83,2.71,1.16,7.56,6.85,36.48,23.04,5.31,9.04,4.85,3.21,1.15,1.06
FHI,"Federated Hermes, Inc.",Financial Services,Asset Management,36.03,3.16,9.76,12.37,0.69,1.86,2.77,3.49,7.88,13.34,2.01,3.11,1.16,2.9,1.02,1.17
AVNT,Avient Corporation,Basic Materials,Specialty Chemicals,41.42,2.44,14.14,15.71,2.04,0.89,1.61,3.64,11.2,15.3,1.58,2.25,4.62,4.5,1.56,1.57
VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services,228.21,0.59,35.44,23.63,3.96,2.33,482.47,66.35,28.39,20.85,14.33,5.32,2.44,3.02,0.85,5.67
NGVC,Natural Grocers by Vitamin Cott,Consumer Defensive,Grocery Stores,12.98,3.17,15.27,17.62,3.04,1.91,1.82,3.73,11.47,14.02,0.59,0.95,6.59,5.78,0.91,1.35
J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,122.25,0.85,14.59,18.24,1.64,4.2,2.43,3.78,14.19,15.1,1.24,1.32,3.1,2.45,0.84,1.15
SYY,Sysco Corporation,Consumer Defensive,Food Distribution,74.15,2.74,16.55,15.82,1.15,2.01,23.83,7.31,12.69,15.32,0.64,0.39,3.1,3.95,1.11,1.67
NMRK,"Newmark Group, Inc.",Real Estate,Real Estate Services,7.26,1.65,5.42,31.51,0.68,-3.28,1.07,3.52,9.54,66.9,1.31,3.44,5.58,6.62,1.73,2.36
JRVR,"James River Group Holdings, Ltd",Financial Services,Insurance—Specialty,18.03,1.1,7.27,9.57,0.93,1.23,1.15,1.33,11.92,9.96,1.09,2.6,4.21,2.69,0.37,0.75
CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Auto & Truck Dealerships,31.85,7.76,13.33,10.33,0.63,3.56,10.72,3.48,8.92,8.29,0.74,0.58,6.31,4.24,2.62,19.63
ADI,"Analog Devices, Inc.",Technology,Semiconductors,195.79,1.75,19.35,15.76,3.14,-0.32,2.73,9.08,15.38,28.89,8.08,8.82,1.0,1.66,1.16,1.4
SPB,"Spectrum Brands Holdings, Inc.",Consumer Defensive,Household & Personal Products,78.33,2.16,25.77,21.16,5.63,3.8,2.72,595.61,45.21,19.15,2.06,2.73,24.08,5.2,1.39,25.08
ATR,"AptarGroup, Inc.",Healthcare,Medical Instruments & Supplies,119.11,1.38,24.97,28.49,2.49,5.05,3.69,5.1,14.66,23.57,2.68,5.92,2.04,2.33,0.62,0.8
KR,Kroger Company (The),Consumer Defensive,Grocery Stores,46.98,2.51,10.42,17.62,1.28,1.91,3.09,3.73,6.71,14.02,0.35,0.95,2.67,5.78,0.48,2.66
MGY,Magnolia Oil & Gas Corporation,Energy,Oil & Gas E&P,20.77,2.21,8.34,8.79,-0.97,-0.58,2.47,2.99,3.09,3.81,2.37,2.6,0.31,0.65,2.13,11.23
LCUT,"Lifetime Brands, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",5.7,3.0,6.33,10.34,1.07,1.11,0.54,22.36,10.37,9.35,0.63,0.88,8.4,4.04,1.22,0.49
MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,24.87,1.61,7.23,8.79,-1.15,-0.58,1.36,2.99,4.12,3.81,2.87,2.6,1.17,0.65,2.37,3.0
IFF,International Flavors & Fragran,Basic Materials,Specialty Chemicals,84.07,3.94,15.2,15.71,6.77,0.89,1.21,3.64,16.02,15.3,2.68,2.25,5.82,4.5,1.1,1.3
HST,Host Hotels,Real Estate,REIT—Hotel & Motel,17.67,3.45,19.21,9.94,0.61,-0.64,1.83,7.25,10.8,11.07,3.21,2.97,3.08,5.55,1.3,7.0
AWK,"American Water Works Company, I",Utilities,Utilities—Regulated Water,143.98,1.96,28.12,27.77,3.68,5.39,2.94,3.14,19.03,18.84,10.05,7.75,5.5,4.8,0.56,1.66
SLB,Schlumberger N.V.,Energy,Oil & Gas Equipment & Services,57.36,1.75,15.59,13.13,0.58,0.34,4.53,3.21,14.6,10.91,3.1,2.2,2.07,1.98,1.81,1.23
CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,52.43,2.98,12.95,12.3,1.86,3.5,5.05,22.97,12.33,-2.99,3.64,2.0,0.59,-0.29,0.99,1.31
SLP,"Simulations Plus, Inc.",Healthcare,Health Information Services,48.11,0.5,65.01,42.67,4.89,4.05,5.66,3.06,151.48,60.59,32.26,12.51,0.08,0.65,0.54,14.19
ST,Sensata Technologies Holding pl,Technology,Scientific & Technical Instruments,47.09,1.06,10.93,24.16,1.23,4.11,2.25,4.55,11.13,20.8,2.45,4.68,4.48,2.3,1.31,1.71
AY,Atlantica Sustainable Infrastru,Utilities,Utilities—Renewable,24.15,7.5,50.31,-6.74,1.0,-0.14,1.84,1.8,11.93,19.22,7.23,11.31,8.68,7.38,0.82,2.66
RYI,Ryerson Holding Corporation,Industrials,Metal Fabrication,42.82,1.52,12.16,13.23,34.06,7.7,1.75,2.01,4.55,9.25,0.37,1.02,1.37,1.84,1.78,5.38
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,138.9,6.71,6.87,8.79,-10.85,-0.58,1.63,2.99,4.46,3.81,3.74,2.6,0.99,0.65,2.02,2.76
PLOW,"Douglas Dynamics, Inc.",Consumer Cyclical,Auto Parts,30.76,4.0,12.21,12.02,1.15,0.86,3.26,2.6,13.71,9.9,1.59,1.45,3.98,2.66,1.01,1.28
NWN,Northwest Natural Holding Compa,Utilities,Utilities—Regulated Gas,43.34,4.52,15.53,14.79,5.79,2.96,1.25,1.98,9.4,17.02,2.71,3.14,5.11,8.25,0.57,1.46
ACA,"Arcosa, Inc.",Industrials,Engineering & Construction,75.7,0.26,23.88,18.24,6.53,4.2,1.63,3.78,12.49,15.1,1.82,1.32,1.79,2.45,0.58,0.75
PBI,Pitney Bowes Inc.,Industrials,Integrated Freight & Logistics,3.82,5.41,20.11,19.03,6.15,8.25,11.2,6.89,10.05,10.65,0.74,1.15,9.5,2.62,2.17,7.63
AGCO,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,139.88,0.84,9.62,12.47,1.35,0.91,2.53,2.82,6.89,11.82,0.89,1.24,1.26,2.95,1.38,1.55
TILE,"Interface, Inc.",Industrials,Building Products & Equipment,9.21,0.43,8.08,16.35,0.34,2.2,1.46,4.83,7.05,13.06,0.79,2.4,4.07,2.04,1.98,2.42
GOOD,Gladstone Commercial Corporatio,Real Estate,REIT—Diversified,13.74,9.0,-76.33,9.62,-18.53,0.82,2.91,1.62,14.13,16.66,9.59,10.83,7.43,7.2,1.11,5.0
GRMN,Garmin Ltd.,Technology,Scientific & Technical Instruments,107.68,2.72,18.63,24.16,3.67,4.11,3.22,4.55,16.51,20.8,3.97,4.68,0.12,2.3,0.94,1.71
AFG,"American Financial Group, Inc.",Financial Services,Insurance—Property & Casualty,118.11,2.2,9.56,13.32,3.79,-6.63,2.55,2.28,8.57,8.69,1.53,1.62,1.33,-0.38,0.82,1.04
KO,Coca-Cola Company (The),Consumer Defensive,Beverages—Non-Alcoholic,61.64,3.02,21.94,18.81,3.84,2.64,10.57,7.15,21.89,16.76,6.77,3.94,3.26,3.63,0.54,0.45
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Specialty Retail,131.75,2.73,9.3,13.67,-1.36,1.12,5.77,5.31,5.95,9.72,1.12,0.92,0.88,2.75,1.61,16.13
ACU,Acme,Consumer Defensive,Household & Personal Products,24.99,2.24,11.36,21.16,1.47,3.8,1.11,595.61,11.77,19.15,0.71,2.73,4.54,5.2,0.87,0.27
MOV,Movado Group Inc.,Consumer Cyclical,Luxury Goods,27.97,4.96,7.3,8.19,0.64,0.84,1.26,2.56,4.41,6.27,0.69,1.06,0.73,1.54,1.21,5.06
WERN,"Werner Enterprises, Inc.",Industrials,Trucking,44.46,1.29,13.39,14.64,13.09,11.42,1.92,2.9,6.77,7.53,1.01,1.62,1.46,0.95,0.86,6.02
NEE,"NextEra Energy, Inc.",Utilities,Utilities—Regulated Electric,72.1,2.6,21.14,16.83,2.63,1.98,3.4,1.91,18.36,12.76,9.06,4.19,5.78,5.63,0.46,0.87
CTSH,Cognizant Technology Solutions ,Technology,Information Technology Services,69.09,1.68,14.89,14.98,3.01,2.2,2.77,5.12,9.65,12.69,1.76,2.17,0.43,2.8,1.1,1.76
LYB,LyondellBasell Industries NV,Basic Materials,Specialty Chemicals,91.25,5.31,8.51,15.71,6.77,0.89,2.33,3.64,7.25,15.3,0.86,2.25,2.32,4.5,1.23,1.96
EXPO,"Exponent, Inc.",Industrials,Consulting Services,96.48,1.08,41.95,23.63,3.03,2.33,14.35,66.35,34.1,20.85,10.1,5.32,0.12,3.02,0.63,3.22
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,258.85,2.59,12.99,19.72,1.08,2.23,3.81,4.77,10.56,15.78,1.43,3.15,2.04,2.33,1.05,1.9
A,"Agilent Technologies, Inc.",Healthcare,Diagnostics & Research,123.08,0.75,20.55,19.18,1.86,-40.81,6.29,3.54,18.01,16.11,5.26,4.42,1.4,2.69,1.03,1.76
AEM,Agnico Eagle Mines Limited,Basic Materials,Gold,53.57,3.04,23.5,23.15,-27.31,-7.73,1.34,1.69,10.75,13.57,4.68,7.2,0.97,1.14,0.8,1.21
UDR,"UDR, Inc.",Real Estate,REIT—Residential,42.76,3.87,72.47,66.32,-2.53,12.09,3.63,2.7,22.08,20.78,13.37,10.99,6.07,6.27,0.76,3.63
DHC,Diversified Healthcare Trust,Real Estate,REIT—Healthcare Facilities,2.74,1.49,-3.3,43.56,-0.91,0.17,0.25,1.52,18.66,17.53,2.34,10.25,17.07,7.57,1.94,2.51
CE,Celanese Corporation Celanese C,Basic Materials,Chemicals,122.5,2.26,8.88,8.88,5.3,1.05,2.35,1.4,15.92,7.61,2.77,1.18,8.75,3.34,1.3,5.37
MSM,"MSC Industrial Direct Company, ",Industrials,Industrial Distribution,98.83,3.2,15.47,18.58,1.71,2.72,3.72,7.08,10.3,13.83,1.51,2.04,0.9,1.31,0.97,2.69
FE,FirstEnergy Corp.,Utilities,Utilities—Regulated Electric,39.17,3.98,14.62,16.83,2.26,1.98,2.19,1.91,12.82,12.76,3.63,4.19,6.41,5.63,0.45,2.43
IGT,International Game Technology,Consumer Cyclical,Gambling,33.21,2.48,19.65,18.26,0.75,0.74,4.68,9.39,8.73,16.58,2.92,5.0,4.27,5.94,1.95,2.2
TTEK,"Tetra Tech, Inc.",Industrials,Engineering & Construction,170.27,0.61,29.51,18.24,6.87,4.2,6.69,3.78,25.2,15.1,3.21,1.32,3.24,2.45,1.0,1.68
ARES,Ares Management Corporation,Financial Services,Asset Management,102.07,3.03,20.13,12.37,1.14,1.86,11.07,3.49,31.55,13.34,10.77,3.11,12.61,2.9,1.34,3.16
CIVI,"Civitas Resources, Inc.",Energy,Oil & Gas E&P,75.01,11.33,5.51,8.79,0.53,-0.58,1.18,2.99,2.08,3.81,1.52,2.6,0.16,0.65,1.75,17.29
PDCO,"Patterson Companies, Inc.",Healthcare,Medical Distribution,32.46,3.2,12.16,13.62,1.92,1.98,2.8,70.34,9.71,11.46,0.55,0.36,1.75,1.82,1.28,6.14
HPP,"Hudson Pacific Properties, Inc.",Real Estate,REIT—Office,5.77,9.78,-9.78,-11.92,-0.22,-16.06,0.29,0.8,13.8,14.28,6.32,7.38,10.34,8.54,1.08,21.69
RGP,"Resources Connection, Inc.",Industrials,Consulting Services,16.59,3.38,11.68,23.63,1.06,2.33,1.37,66.35,4.96,20.85,0.59,5.32,0.2,3.02,0.71,2.13
VCTR,"Victory Capital Holdings, Inc. ",Financial Services,Asset Management,34.63,3.73,6.86,12.37,-0.21,1.86,2.21,3.49,8.1,13.34,3.9,3.11,2.52,2.9,1.11,3.48
WES,"Western Midstream Partners, LP",Energy,Oil & Gas Midstream,27.47,12.46,8.58,10.28,2.61,1.35,3.56,5.9,9.2,8.52,5.35,3.75,3.56,3.58,2.66,2.94
RYN,Rayonier Inc. REIT,Real Estate,REIT—Specialty,32.24,3.54,58.62,30.83,17.1,62.8,2.59,6.83,24.3,18.91,7.37,9.08,6.11,6.43,1.0,1.56
ALLE,Allegion plc,Industrials,Security & Protection Services,125.8,1.45,17.69,17.05,1.76,4.97,10.62,5.8,16.73,14.36,3.71,3.22,2.93,2.2,1.12,3.47
MOG-A,Moog Inc.,Industrials,Aerospace & Defense,110.48,0.95,16.42,21.23,2.66,3.57,2.23,3.47,12.26,16.41,1.42,2.75,2.92,2.87,1.26,2.09
GPN,Global Payments Inc.,Industrials,Specialty Business Services,112.87,0.89,9.57,18.53,0.75,2.02,1.34,3.53,12.97,16.99,5.11,3.51,5.08,3.78,0.99,1.62
VVV,Valvoline Inc.,Energy,Oil & Gas Refining & Marketing,38.46,1.3,23.31,13.72,3.34,13.0,4.73,4.72,22.37,6.76,4.4,0.71,7.01,2.84,1.33,4.03
UTL,UNITIL Corporation,Utilities,Utilities—Diversified,51.55,3.14,17.9,16.27,3.27,2.76,1.71,2.62,9.85,12.36,2.47,3.38,4.31,5.32,0.51,1.75
CTS,CTS Corporation,Technology,Electronic Components,42.13,0.38,15.6,16.85,1.66,1.71,2.59,3.21,10.15,11.76,2.2,2.6,0.83,1.7,0.71,3.67
